"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US27260","Jacksonville, FL Metro Area","325384","5034","154375","3182","11405","1188","11821","1782","14839","2197","6992","810","6346","1573","10627","1344","12931","1252","10716","1227","19885","1188","18486","1247","16769","757","8765","730","4030","632","763","458","171009","3217","11172","1009","11086","1954","12272","2034","6393","571","3983","308","11615","1206","14547","964","12582","735","23518","1716","23077","1312","20385","910","13165","977","5144","639","2070","544"
"310M400US30620","Lima, OH Metro Area","11915","965","5849","616","92","173","419","346","45","78","364","189","439","424","778","502","549","583","167","233","709","275","917","282","892","261","211","156","219","206","48","82","6066","552","414","407","434","273","461","276","293","204","399","434","356","332","184","242","372","386","795","468","779","435","823","328","590","347","67","109","99","161"
"310M400US38820","Port Angeles, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39900","Reno, NV Metro Area","11785","1849","6588","971","267","349","379","332","285","225","54","89","277","204","442","316","783","317","683","503","454","322","1542","781","662","16","529","189","201","187","30","42","5197","1141","93","186","538","458","222","258","83","128","69","87","974","730","797","567","306","417","192","237","735","573","616","282","516","271","56","70","0","211"
"310M400US36980","Owensboro, KY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11900","Athens, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US21780","Evansville, IN-KY Metro Area","25800","1686","12799","936","925","551","974","468","1088","510","947","312","744","460","744","383","690","437","960","535","2375","731","948","441","1524","394","564","227","316","235","0","198","13001","1393","1164","580","1621","587","583","399","572","499","132","198","732","448","546","378","1040","500","1959","655","1848","589","1242","222","1077","250","291","292","194","167"
"310M400US27460","Jamestown-Dunkirk-Fredonia, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29420","Lake Havasu City-Kingman, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36500","Olympia-Tumwater, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38540","Pocatello, ID Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40140","Riverside-San Bernardino-Ontario, CA Metro Area","338820","7125","166260","3826","12084","1428","12256","2138","12117","1754","6710","756","4720","503","13353","1447","14261","1094","12361","898","20776","924","20768","743","19971","580","11140","292","5158","520","585","375","172560","4754","12897","1388","11698","1769","10556","1727","7555","809","5025","499","11372","1254","14573","1417","10904","1064","20945","927","21665","1074","22760","916","13575","486","6462","761","2573","790"
"310M400US26900","Indianapolis-Carmel-Anderson, IN Metro Area","318095","4591","147568","2955","12891","1379","12899","2069","12574","2050","6717","360","4629","577","11354","1119","12152","776","10728","1261","20041","1598","15764","1311","14859","627","8969","1050","2309","388","1682","559","170527","3172","13019","1106","11761","1986","15246","2170","7033","681","3542","426","11747","1441","14645","904","13554","1444","22115","1218","20849","1302","18428","759","10518","617","6439","754","1631","581"
"310M400US31140","Louisville/Jefferson County, KY-IN Metro Area","188963","3935","89356","2253","6438","616","7529","1382","6106","1478","4796","509","2820","749","6632","487","7075","758","6410","529","12409","916","10218","615","11038","481","5284","465","2096","363","505","323","99607","2603","6811","766","5748","1445","8316","1529","4806","620","2212","462","6959","694","8077","583","6167","454","13532","730","11978","641","12468","651","7573","407","3998","488","962","323"
"310M400US36540","Omaha-Council Bluffs, NE-IA Metro Area","71345","3333","35083","2467","2696","493","3714","904","3344","902","2096","248","957","408","2860","761","2345","568","2292","474","4487","391","4035","313","3355","239","1812","243","764","305","326","286","36262","1740","2843","503","3100","1130","2341","736","1646","338","1174","581","3028","706","2924","177","3204","385","5065","344","3836","259","3426","269","2097","279","1122","271","456","243"
